id,x,y
dd001,0.699012041091919,0.29932865500450134
dd002,0.5614684224128723,0.9730406999588013
dd003,0.5578274130821228,0.988727331161499
dd004,0.5440030097961426,0.9700495004653931
dd005,0.49996238946914673,0.9717853665351868
dd006,0.23305286467075348,0.8582890629768372
dd007,0.7121719121932983,0.7974495887756348
dd008,0.7481228113174438,0.5240728855133057
dd009,0.5855461359024048,0.7502374053001404
dd010,0.5898881554603577,0.31207913160324097
dd011,0.1126592829823494,0.1634969264268875
dd012,0.6164755821228027,0.716310977935791
dd013,0.6477856040000916,0.7318178415298462
dd014,0.09204486012458801,0.14323613047599792
dd015,0.6417721509933472,0.6763309240341187
dd016,0.5754867196083069,0.33030152320861816
dd017,0.6045863628387451,1.0
dd018,0.7837526798248291,0.36117053031921387
dd019,0.21971967816352844,0.8822968006134033
dd020,0.13195772469043732,0.22607548534870148
dd021,0.17654883861541748,0.7224552035331726
dd022,0.4464195668697357,0.5962633490562439
dd023,0.5784083008766174,0.9481997489929199
dd024,0.009310204535722733,0.10929537564516068
dd026,0.7362912893295288,0.5498100519180298
dd027,0.5955484509468079,0.8146517276763916
dd028,0.8846691846847534,0.4573524296283722
dd029,0.14362062513828278,0.17882351577281952
dd030,0.42297324538230896,0.6417948007583618
dd031,0.09811647981405258,0.0
dd032,0.7356009483337402,0.33359330892562866
dd033,0.21761830151081085,0.8493149876594543
dd034,0.21358241140842438,0.8557515740394592
dd035,0.7664760947227478,0.608181357383728
dd036,0.11229865252971649,0.20094873011112213
dd037,0.6986244916915894,0.3290156126022339
dd038,0.27984336018562317,0.916132390499115
dd039,0.47867459058761597,0.23027007281780243
dd040,0.8505557775497437,0.675993025302887
dd041,0.7893862724304199,0.594319760799408
dd042,0.7092747688293457,0.7438189387321472
dd043,0.5284770727157593,0.28690433502197266
dd045,0.9382556676864624,0.6988160610198975
dd046,0.7545580863952637,0.4362177550792694
dd047,0.7357842922210693,0.3639586269855499
dd048,0.7970681190490723,0.31858208775520325
dd049,0.4909672439098358,0.24302399158477783
dd050,0.6205766797065735,0.36362752318382263
dd051,0.5773487091064453,0.7397882342338562
dd052,0.25482049584388733,0.842327892780304
dd053,0.5939825177192688,0.8486615419387817
dd054,0.5956966876983643,0.8760552406311035
dd055,0.5750313401222229,0.8371363282203674
dd056,0.6066167950630188,0.8887214064598083
dd058,0.6495886445045471,0.39412134885787964
dd059,0.5663726925849915,0.8684577941894531
dd060,0.19815383851528168,0.32422664761543274
dd061,0.8732375502586365,0.8269387483596802
dd062,0.5524576902389526,0.8455392718315125
dd063,0.5514346361160278,0.8335226774215698
dd064,0.5546714663505554,0.8547618985176086
dd065,0.7688909769058228,0.49351876974105835
dd066,0.5329170823097229,0.8385287523269653
dd067,0.8802836537361145,0.6249140501022339
dd068,0.6319458484649658,0.2770376205444336
dd069,0.7539263963699341,0.42662113904953003
dd070,0.5432183146476746,0.4604356288909912
dd071,0.29123175144195557,0.8898921012878418
dd072,0.11125262081623077,0.10576611757278442
dd073,0.10407141596078873,0.0047136107459664345
dd074,0.12082094699144363,0.001631265040487051
dd075,0.17127196490764618,0.7135844826698303
dd076,0.18674178421497345,0.846590518951416
dd077,0.800362229347229,0.6508218050003052
dd078,0.02885831892490387,0.14413613080978394
dd079,0.06599486619234085,0.10206260532140732
dd080,0.12879060208797455,0.19923405349254608
dd081,0.0844227746129036,0.19510877132415771
dd082,0.9366287589073181,0.2818479835987091
dd083,0.6467899084091187,0.36635345220565796
dd084,0.007866224274039268,0.1670936495065689
dd085,0.03418136388063431,0.0987011268734932
dd086,0.11495862901210785,0.18517500162124634
dd087,0.2593722939491272,0.9070535898208618
dd088,0.1866726130247116,0.3064337372779846
dd089,0.2126852124929428,0.8081707954406738
dd090,0.14517797529697418,0.22744253277778625
dd091,0.1788022667169571,0.24709734320640564
dd092,0.0024347056169062853,0.24976779520511627
dd093,0.1797603815793991,0.31432241201400757
dd094,0.03701566159725189,0.20966283977031708
dd095,0.04086707532405853,0.1674705594778061
dd096,0.0,0.13308556377887726
dd097,0.9273077249526978,0.3986837863922119
dd098,0.12316692620515823,0.05578220635652542
dd099,0.28109464049339294,0.9535030126571655
dd100,0.06691496819257736,0.04224342107772827
dd101,0.08971274644136429,0.2171575129032135
dd102,0.01964195817708969,0.2206638753414154
dd103,0.14564241468906403,0.1599978357553482
dd104,0.1248309388756752,0.16033928096294403
dd105,0.04976833239197731,0.06956863403320312
dd106,0.5297073721885681,0.9388342499732971
dd107,0.12142785638570786,0.12106303125619888
dd108,0.19787493348121643,0.29686209559440613
dd109,0.022874774411320686,0.17385338246822357
dd110,0.29059502482414246,0.9402332305908203
dd111,0.07242249697446823,0.17729498445987701
dd112,0.048680055886507034,0.13493472337722778
dd113,0.9841294884681702,0.7421370148658752
dd114,0.5201430916786194,0.3154388666152954
dd115,0.020714152604341507,0.1922498643398285
dd116,0.5705868601799011,0.4804331660270691
dd117,0.7614237666130066,0.3244125247001648
dd118,0.9554080367088318,0.3254450559616089
dd119,0.26649466156959534,0.9245792031288147
dd120,0.8397002220153809,0.5124713182449341
dd121,0.9157992005348206,0.4094932973384857
