id,x,y
dd001,0.48632916808128357,0.9341530799865723
dd002,0.7327254414558411,0.07483422011137009
dd003,0.7327254414558411,0.07483422011137009
dd004,0.7327254414558411,0.07483422011137009
dd005,0.6653366088867188,0.09894968569278717
dd006,0.6938154697418213,0.07770343124866486
dd007,0.6233887672424316,0.8671169281005859
dd008,0.6233887672424316,0.8671169281005859
dd009,0.6233887672424316,0.8671169281005859
dd010,0.9308299422264099,0.03643837943673134
dd011,0.8919790983200073,0.4502469599246979
dd012,0.46131154894828796,0.5183430314064026
dd013,0.4304383397102356,0.5281399488449097
dd014,0.9061148166656494,0.5146783590316772
dd015,0.46131154894828796,0.5183430314064026
dd016,0.4304383397102356,0.5281399488449097
dd017,0.4304383397102356,0.5281399488449097
dd018,0.08276460319757462,0.2710345685482025
dd019,0.515142560005188,0.5569040775299072
dd020,0.8322656154632568,0.3968167006969452
dd021,0.8503461480140686,0.39475661516189575
dd022,0.11204426735639572,0.27132493257522583
dd023,0.42829346656799316,0.998989999294281
dd024,0.9174577593803406,0.49217721819877625
dd026,0.4667253792285919,0.9686040282249451
dd027,0.4667253792285919,0.9686040282249451
dd028,0.36351278424263,0.17016662657260895
dd029,0.9206866025924683,0.469247043132782
dd030,0.052401185035705566,0.3138768970966339
dd031,1.0,0.5053269267082214
dd032,0.4171226918697357,0.20572128891944885
dd033,0.34397462010383606,0.18906377255916595
dd034,0.34397462010383606,0.18906377255916595
dd035,0.34397462010383606,0.18906377255916595
dd036,0.8380597233772278,0.4674695134162903
dd037,0.6449236869812012,0.09724907577037811
dd038,0.42829346656799316,0.998989999294281
dd039,0.42829346656799316,0.998989999294281
dd040,0.6472572684288025,0.8855119943618774
dd041,0.3686680793762207,0.4327649176120758
dd042,0.4972374439239502,0.537003755569458
dd043,0.6270414590835571,0.07999514043331146
dd045,0.7677707672119141,0.061234090477228165
dd046,0.1756991446018219,0.2614651024341583
dd047,0.2045803666114807,0.26442989706993103
dd048,0.6758831739425659,0.8597915768623352
dd049,0.6461625695228577,0.1199261024594307
dd050,0.14995767176151276,0.2866561710834503
dd051,0.42829346656799316,0.998989999294281
dd052,0.42829346656799316,0.998989999294281
dd053,0.513306200504303,0.9197044372558594
dd054,0.513306200504303,0.9197044372558594
dd055,0.5107616782188416,0.9611483216285706
dd056,0.5107616782188416,0.9611483216285706
dd058,0.5107616782188416,0.9611483216285706
dd059,0.5107616782188416,0.9611483216285706
dd060,0.7423989772796631,0.34289276599884033
dd061,0.5107616782188416,0.9611483216285706
dd062,0.5107616782188416,0.9611483216285706
dd063,0.5107616782188416,0.9611483216285706
dd064,0.5107616782188416,0.9611483216285706
dd065,0.5107616782188416,0.9611483216285706
dd066,0.5107616782188416,0.9611483216285706
dd067,0.48632916808128357,0.9341530799865723
dd068,0.48632916808128357,0.9341530799865723
dd069,0.5301414132118225,0.16799290478229523
dd070,0.41329270601272583,0.9714720249176025
dd071,0.8733475804328918,0.06233203783631325
dd072,0.9644367694854736,0.5286914110183716
dd073,0.9903555512428284,0.5272214412689209
dd074,0.9506973028182983,0.5648211240768433
dd075,0.8758016228675842,0.488758385181427
dd076,0.5814368724822998,0.1390848457813263
dd077,0.5814368724822998,0.1390848457813263
dd078,0.8444609045982361,0.43041273951530457
dd079,0.9491289854049683,0.5111993551254272
dd080,0.8444609045982361,0.43041273951530457
dd081,0.8444609045982361,0.43041273951530457
dd082,0.8782773017883301,0.03742418810725212
dd083,0.8965352773666382,0.0
dd084,0.8444609045982361,0.43041273951530457
dd085,0.9419682025909424,0.538657546043396
dd086,0.8638817071914673,0.4080333709716797
dd087,0.68735271692276,0.05059424787759781
dd088,0.774019181728363,0.3612072765827179
dd089,0.601320207118988,0.9173318147659302
dd090,0.8155744075775146,0.40541720390319824
dd091,0.8783974051475525,0.423891544342041
dd092,0.8783974051475525,0.423891544342041
dd093,0.7565950751304626,0.32270318269729614
dd094,0.8527557849884033,0.369261234998703
dd095,0.8444609045982361,0.43041273951530457
dd096,0.896496593952179,0.47573739290237427
dd097,0.710996687412262,0.2701539993286133
dd098,0.8952345848083496,0.5326865911483765
dd099,0.7532335519790649,0.029505211859941483
dd100,0.9797366857528687,0.5055730938911438
dd101,0.8144997358322144,0.4296461343765259
dd102,0.8189518451690674,0.375729501247406
dd103,0.8814964294433594,0.5140756368637085
dd104,0.8567195534706116,0.48948898911476135
dd105,0.9419682025909424,0.538657546043396
dd106,0.7248405814170837,0.2724093794822693
dd107,0.9419682025909424,0.538657546043396
dd108,0.7753053903579712,0.33460840582847595
dd109,0.8674150109291077,0.4455142021179199
dd110,0.7579547762870789,0.08581344038248062
dd111,0.8568182587623596,0.4629495143890381
dd112,0.8961908221244812,0.49764350056648254
dd113,0.573487401008606,0.11129888147115707
dd114,0.3927251398563385,0.1968320906162262
dd115,0.7943564057350159,0.41075196862220764
dd116,0.05804846063256264,0.27585354447364807
dd117,0.052401185035705566,0.3138768970966339
dd118,0.052401185035705566,0.3138768970966339
dd119,0.3975779116153717,0.16503825783729553
dd120,0.052401185035705566,0.3138768970966339
dd121,0.052401185035705566,0.3138768970966339
dd122,0.3956522047519684,1.0
dd123,0.8954019546508789,0.0547964982688427
dd124,0.42543843388557434,0.15124700963497162
dd125,0.9051944017410278,0.07621043175458908
dd126,0.8695083856582642,0.09014017879962921
dd127,0.8954019546508789,0.0547964982688427
dd128,0.9159963726997375,0.013172061182558537
dd129,0.8782773017883301,0.03742418810725212
dd130,0.9122575521469116,0.09695252031087875
dd131,0.5133670568466187,0.1461653709411621
